Time,MW,HP TBN SPEED,HP INLET STM PRESS AFTER CV 1,HP INLET STM PRESS AFTER CV 2,HP INLET STM PRESS AFTER CV 3,HP INLET STM PRESS AFTER CV 4,HP 1ST STAGE PRESSURE #1,HP 1ST STAGE PRESSURE #2,CV #1 POSITION FEEDBACK,CV #2 POSITION FEEDBACK,CV #3 POSITION FEEDBACK,CV #4 POSITION FEEDBACK,VENT VALVE LINE,CV CHEST INNER TEMP #2,CV CHEST OUTER TEMP #2,LPA EXHAUST VACUUM PRESSURE #1,LPA EXHAUST VACUUM PRESSURE #2,LPA EXHAUST VACUUM PRESSURE #3
2021-09-17 4:00,407.0952454,3600.115479,181.4981079,183.4663696,174.7267609,130.7553406,136.0310669,135.8980255,48.05653381,48.07538223,48.33352661,8.363196373,35.71780396,591.7651978,573.6410522,39.39442444,39.59071732,39.93617249
2021-09-17 4:05,409.1719666,3599.77002,184.143631,184.0807343,176.9447327,132.6816254,135.992981,135.8682251,47.83615875,47.82172012,48.04843903,8.060423851,35.69988251,591.5952148,573.6612549,39.49872589,39.73810577,40.14637375
2021-09-17 4:10,412.8293762,3599.438965,183.6053772,183.5874176,177.3104706,132.8136444,137.5079041,137.2499237,48.69150162,48.76462555,48.9914856,8.992147446,35.6503334,591.9121704,573.6616821,39.62532425,39.85055542,40.19168091
2021-09-17 4:15,411.4026794,3598.694336,184.3087769,184.4342194,175.9144592,133.4550629,139.0520325,138.8193359,49.70303726,49.46120834,49.90232849,10.00148964,35.71481323,591.7480469,573.6964722,39.62729263,39.82591248,40.15983963
2021-09-17 4:20,412.0299377,3598.820557,181.4928436,181.3347321,175.2995758,131.3616486,137.1827393,136.9784241,49.31468582,49.30826569,49.5334053,9.62789917,35.68447495,591.5966187,573.736084,39.64333725,39.84371567,40.18531418
2021-09-17 4:25,409.8883667,3599.706299,182.0538635,182.8635712,174.1040497,130.1909027,134.7156677,134.2913513,46.96343994,47.04097366,47.17949295,7.266886234,35.65688324,591.5741577,573.7212524,39.76750946,40.00102234,40.37223053
2021-09-17 4:30,409.479187,3599.253906,183.0814209,183.2220154,175.4481201,130.0899506,136.3376923,136.3859558,48.24559021,48.38235092,48.71340942,8.789092064,35.77103043,591.6768188,573.7365723,39.43576431,39.65784836,39.99655151
2021-09-17 4:35,412.9321594,3599.068359,183.5899353,183.1154175,174.3140411,129.6383972,136.8909302,136.5955048,48.57170868,48.4907341,48.83423615,8.150355339,35.59117889,591.3873291,573.703186,39.64684296,39.80498505,40.13713455
2021-09-17 4:40,403.7294617,3601.178467,182.881134,181.7657471,171.6252289,122.9934692,130.9094696,130.7300262,44.49803925,44.41714859,44.66992569,4.668901443,35.66511536,590.9300537,573.5948486,39.51742172,39.76251602,40.10548019
2021-09-17 4:45,397.8822632,3601.236572,180.6843872,177.3145294,168.4975128,122.1862869,129.0711365,129.0145721,45.20702744,45.18500137,45.38321304,5.496340752,35.68687439,592.0357056,573.4680786,39.27555847,39.52890015,39.97092056
2021-09-17 4:50,408.9048767,3598.875977,182.1800842,182.2367096,175.5888062,129.132019,135.7905273,135.5297699,48.48799515,48.36170578,48.58165741,8.69907856,35.62601471,591.7051392,573.588623,39.30763245,39.54312897,40.01706696
2021-09-17 4:55,410.2967224,3599.224121,181.699646,181.7483978,175.6784973,131.68367,136.0085144,135.8951569,49.17961884,49.06672668,49.31469345,9.34277153,35.61000061,591.1796265,573.6213379,39.41508484,39.64623642,40.08273697
2021-09-17 5:00,407.0745239,3601.113525,182.4085236,182.1812286,173.8707733,129.3969116,134.6062927,134.5802307,46.98443985,46.9483223,47.17731476,7.227361202,35.63764191,591.5494385,573.5545044,39.34097672,39.5905838,39.91924667
2021-09-17 5:05,406.9905701,3600.460449,181.1806335,181.187088,172.5850983,128.2407074,134.251297,133.9868774,47.62020874,47.67402267,47.89562988,7.918922424,35.77569962,591.7338257,573.5180054,39.25541306,39.49533081,39.97204971
2021-09-17 5:10,415.2353516,3597.93457,183.4224854,183.3294373,176.9021149,133.2571106,137.758316,137.6250305,49.50346375,49.47730255,49.71112823,9.758800507,35.69438553,591.8094482,573.5857544,39.45318604,39.69583511,40.09633636
2021-09-17 5:15,411.5628052,3599.314697,183.1333313,183.4788666,175.4349518,131.0592041,137.8438873,137.8359528,48.86060333,48.83940125,49.16423035,9.240778923,35.65003204,591.7454224,573.6641846,39.37983704,39.6307106,39.95563126
2021-09-17 5:20,412.8763733,3598.960938,182.3751068,184.5912781,175.9469299,132.8800507,137.394577,137.262146,48.43987656,48.37203979,48.60136414,8.64867878,35.70679092,592.1363525,573.6704712,39.48411942,39.7106781,39.98646545
2021-09-17 5:25,410.2015381,3600.21875,182.8279114,183.0177612,175.4550629,130.6356659,136.2709045,136.1164551,48.27780151,48.22121048,48.47753143,8.563830376,35.61223984,590.939209,573.7888184,39.45063019,39.74230957,40.09317017
2021-09-17 5:30,412.2323303,3599.553955,183.9450531,184.0113525,177.9029541,132.5539398,138.0653992,137.9668732,49.44085693,49.40179443,49.61751556,9.675427437,35.58546829,591.5645142,573.6466064,39.43861389,39.66605377,40.06402206
2021-09-17 5:35,408.9837036,3600.088623,183.1855927,183.9629517,174.4360046,128.4373016,135.0191193,135.5374603,46.86560059,46.88245392,47.18261337,7.876679897,35.59124756,591.2895508,573.5969238,39.32778168,39.55352783,40.02941513
2021-09-17 5:40,415.3448181,3598.226074,183.5334473,183.6119843,176.1866608,135.7167358,138.9677124,138.80896,50.5556488,50.54843903,50.7889595,10.87896824,35.72546005,591.3031616,573.579834,39.32739258,39.606884,39.9524765
2021-09-17 5:45,402.3172913,3600.114014,180.7854614,180.6180725,170.8953705,126.588829,132.5336456,132.4408112,46.85820389,46.81748962,47.0604744,7.117156982,35.63542557,591.1994629,573.4998779,39.35052872,39.60929108,39.95626068
2021-09-17 5:50,404.629364,3599.517578,180.8362579,180.8729553,172.5262604,128.7140198,133.9510498,133.6763916,47.72177505,47.68112183,47.93442154,7.993281364,35.54613495,591.8822632,573.4744873,39.19849777,39.4253006,39.83478165
2021-09-17 5:55,404.0110779,3600.311523,180.1260986,180.1084442,169.3746796,125.8150787,131.9569855,131.7791443,46.28386307,46.20272827,46.47638321,6.428266048,35.65297318,591.5258789,573.5628052,39.29316711,39.51446152,39.90320587
2021-09-17 6:00,407.6352539,3598.855957,181.0155945,180.8545074,174.752182,131.9992676,135.7228394,135.4906464,49.35791779,49.29543304,49.57263184,9.620373726,35.62483215,591.0855103,573.5814209,39.31497955,39.52673721,39.94996643
2021-09-17 6:05,409.938446,3598.164551,181.6051025,181.4390869,178.8753204,134.9434357,140.7149811,140.511734,53.26673889,53.20474625,53.48723602,13.49386215,35.58874893,590.7206421,573.5053101,39.27349854,39.46388245,39.89045334
2021-09-17 6:10,402.5623474,3599.224609,180.0046082,180.0419312,170.7396088,126.5826721,132.1634064,132.0239258,47.22502899,47.19488144,47.44329834,7.490161419,35.59467697,591.4708862,573.3486328,39.27671051,39.50652313,39.85571289
2021-09-17 6:15,402.2154541,3599.007568,179.4384003,179.2706146,173.7297821,129.0753174,134.300766,134.3063507,48.64453888,48.63230515,48.89633942,8.945023537,35.55428696,592.1089478,573.3665161,39.31660843,39.59262466,39.95007706
2021-09-17 6:20,407.6309509,3599.264648,182.4458466,182.4843597,176.1239471,132.3240662,137.9662933,138.0892487,50.63745499,50.56206512,50.85968018,10.89469528,35.5840416,591.7035522,573.5103149,39.35084152,39.55823898,39.89179611
2021-09-17 6:25,408.3211365,3599.567627,183.0808563,182.898407,176.9199371,132.5483398,137.6047516,137.3111877,49.36662674,49.2455864,49.45544052,9.530822754,35.62858963,591.9840698,573.5657349,39.39113235,39.60018158,40.00666428
2021-09-17 6:30,405.9360962,3598.910645,182.7143097,182.7168427,176.5265656,132.4506989,137.0912933,136.6119843,50.65406418,50.43026352,50.8096962,10.89038563,35.5815773,591.7426758,573.6685181,39.38409042,39.57818604,39.97312164
2021-09-17 6:35,404.4706421,3598.094971,180.8328552,180.7604828,173.7145233,129.0454712,134.0448303,133.8645172,49.19392776,49.18397903,49.46295166,9.523024559,35.5752449,590.9458618,573.6740723,39.51636505,39.77117538,40.13009644
2021-09-17 6:40,402.3912048,3600.610596,177.986084,178.0133362,170.5845795,124.8865891,132.5462799,132.4715576,45.79026413,45.76945496,46.14416122,6.192135811,35.63579941,591.2221069,573.5532837,39.29372025,39.49945068,39.87538528
2021-09-17 6:45,396.8424683,3600.801025,179.8087158,179.7236328,170.6990662,126.2964935,132.7176666,132.4031067,47.60354614,47.51342392,47.74586487,7.80171442,35.53812027,591.4527588,573.4440918,39.17982864,39.3590889,39.79441833
2021-09-17 6:50,404.6487122,3599.035156,179.9546814,179.9842529,171.4241791,128.5468597,134.1659088,134.0025482,48.74837112,48.65832138,48.92697906,9.008897781,35.5412941,591.9547119,573.4676514,39.22081757,39.42066574,39.8258667
2021-09-17 6:55,401.6523743,3601.470459,181.4573059,181.5142365,172.6268921,127.0227814,133.3269348,133.2070007,46.42887497,46.26462936,46.51456833,6.649002075,35.55442429,592.0154419,573.628418,39.23642349,39.43529892,39.85388565
2021-09-17 7:00,404.8028259,3599.941406,183.207016,183.0535126,175.3331909,131.9441223,135.0288849,134.9580841,48.2299614,48.17984772,48.40825272,8.468091011,35.57588577,591.7728882,573.7303467,39.36775208,39.56171799,39.94313431
2021-09-17 7:05,413.1787109,3598.86084,182.7135773,182.8035278,176.5878754,133.9235992,138.404541,138.1431274,50.58654404,50.48445129,50.66905594,10.86546326,35.51926041,591.3846436,573.7207031,39.53829956,39.73558044,39.99238205
2021-09-17 7:10,417.8371277,3598.86792,187.6571808,187.4640503,181.6029358,138.2371216,140.949234,140.7282715,49.86679459,49.88666153,50.12752151,10.19582558,35.5836792,591.3911133,573.6841431,39.55116272,39.75195313,40.07208633
2021-09-17 7:15,414.4003906,3598.373291,184.5387421,184.5207214,177.5275269,133.458786,138.7408752,138.570282,49.26604843,49.17941284,49.47528076,9.476276398,35.58134842,591.987915,573.5974121,39.63431549,39.81149292,40.20350266
2021-09-17 7:20,415.8480225,3599.480713,184.978302,187.0535431,179.4078522,135.7484131,138.1100464,138.0776672,47.87217712,47.8622551,48.08683014,8.114225388,35.53401566,592.0776978,573.6420898,39.75546646,39.93429565,40.36482239
2021-09-17 7:25,407.1018677,3600.5,180.8499146,180.8535767,171.5938568,126.0175171,132.7608795,132.5388184,46.46168518,46.46130371,46.70396805,6.79160881,35.54442215,591.8786621,573.7670898,39.59253311,39.84909821,40.23360443
2021-09-17 7:30,411.5700989,3601.001221,184.6915588,184.4596405,177.6938934,132.9389801,137.476181,137.38414,48.12931061,48.07242584,48.33594131,8.383821487,35.50949478,591.5603638,573.8410645,39.49375916,39.68293762,40.09360886
2021-09-17 7:35,415.0491028,3599.420166,183.0539551,183.0608368,177.3874207,134.7752533,138.7619324,138.6578369,49.93040466,49.87365341,50.14719772,10.24439144,35.4181633,591.6887817,573.8015747,39.47770309,39.72395706,39.97531509
2021-09-17 7:40,400.5959167,3601.03418,179.6240692,179.565155,171.4143219,125.9895935,131.3299103,131.1877441,46.71528244,46.62648773,46.90080261,6.930521965,35.46024704,591.8104858,573.7476196,39.31129074,39.52262878,39.93988419
2021-09-17 7:45,402.3343811,3600.955811,181.1268158,181.0034027,174.9777985,130.6012573,133.708252,133.5696411,47.02775574,46.98755264,47.18515778,7.236804008,35.49964142,591.2741699,573.7996826,39.14831543,39.38140869,39.70753479
2021-09-17 7:50,392.5522156,3601.601318,178.4234619,179.2178345,171.3740234,125.4595032,131.155014,131.0491791,46.28514099,46.22588348,46.31029892,6.481898785,35.45753479,590.8626099,573.7045898,38.81582642,39.01461411,39.45210648
2021-09-17 7:55,398.5378113,3598.954834,177.4973907,177.4931946,171.542099,128.2911835,133.5175476,133.4838715,49.95541,49.94056702,50.17666245,10.27957058,35.47475815,590.8637085,573.5343018,39.01239395,39.21052933,39.61605453
2021-09-17 8:00,403.7920837,3599.877441,179.1197205,179.5960236,172.3111877,130.1681824,135.0498047,134.9680481,48.39250946,48.34555817,48.59237671,8.667606354,35.49119949,590.7855225,573.3876953,39.189888,39.40224838,39.66392517
2021-09-17 8:05,398.24823,3599.494385,177.9599915,177.6572723,169.6490631,129.1140442,133.3569183,133.2414246,49.10300827,49.15685272,49.30396271,9.38583374,35.46031189,590.9973145,573.2301636,39.03242874,39.26817322,39.63037872
2021-09-17 8:10,400.6013794,3599.661377,178.931015,178.8184204,170.1044006,126.8905258,132.3356323,132.2627411,47.16837692,47.13830185,47.37681961,7.438703537,35.58294296,591.9900513,573.2146606,39.11584854,39.33811188,39.73894501
2021-09-17 8:15,404.3623352,3598.952637,180.20961,180.2282257,173.1125641,132.1823273,136.1525574,135.9438629,50.00364685,49.92622757,50.19673157,10.20798397,35.49666595,591.6932983,573.4261475,39.1410675,39.43925095,39.77350235
2021-09-17 8:20,411.0534973,3598.908936,183.2125397,183.1648865,175.7444763,133.9103851,137.8312836,137.7220612,49.73361969,49.70674515,49.91511536,10.01517105,35.47887802,591.7796631,573.5855103,39.48599625,39.70982361,39.99295425
2021-09-17 8:25,412.3916931,3598.652832,185.3114471,185.91008,179.5953979,135.4248657,139.9599762,139.8692322,49.653862,49.58149338,49.82851791,9.885521889,35.4880867,591.2640991,573.6538086,39.27640533,39.4656601,39.88547134
2021-09-17 8:30,417.0709534,3598.977051,184.8962097,185.9602356,178.8756409,134.5793304,140.5302887,140.3932343,50.37286758,50.37251282,50.62815475,10.66589832,35.49244308,591.1765137,573.5714722,39.48263168,39.69221878,39.96824646
2021-09-17 8:35,425.1347656,3598.226074,190.2647095,189.1859741,182.1179657,137.8359985,142.3091736,142.1517181,49.52198029,49.57892609,49.76285172,9.812433243,35.32326126,592.3258667,573.4833374,39.66411209,39.906353,40.31078339
2021-09-17 8:40,427.9267883,3598.695313,190.4174042,191.6693573,184.5832825,139.2591553,144.6445313,144.5823669,50.06027985,50.09658432,50.3071785,10.37180805,35.38613129,591.5813599,573.6008301,39.77919006,40.02223206,40.41201401
2021-09-17 8:45,431.2754517,3598.879639,192.3803253,192.4717102,184.8006897,138.4452667,143.2418671,143.0469818,48.00541687,48.06977463,48.26899338,8.355871201,35.42689896,591.7212524,573.6673584,40.08494568,40.28581238,40.53194427
2021-09-17 8:50,438.4996033,3599.327881,193.0605469,193.0532684,188.0413055,139.3656464,145.131897,144.6464996,48.51667404,48.46955109,48.70901871,8.770681381,35.52093506,592.0309448,573.7154541,40.37211609,40.61127472,40.81795502
2021-09-17 8:55,430.4175415,3600.635742,194.7946472,194.9513397,185.9763489,135.9554138,142.7780304,142.6999207,46.53477859,46.45330811,46.66473007,6.664143562,35.50047302,591.2523804,573.8308105,40.14188004,40.35448837,40.73787689
2021-09-17 9:00,433.7460327,3599.509521,192.7132263,192.4557648,183.1361389,135.1922302,143.7533112,143.6273041,48.3027153,48.23438263,48.43273926,8.566620827,35.38035965,590.8753052,573.7368164,40.25654221,40.49370575,40.83112335
2021-09-17 9:05,432.0526428,3599.620361,195.7864227,196.5827484,186.5642548,137.6559753,142.265564,142.193512,46.92196274,46.93287277,47.16349411,7.190077305,35.36629105,591.1002197,573.5563354,40.01922226,40.28774261,40.51097488
2021-09-17 9:10,434.2205811,3598.254639,194.2636871,194.171814,188.9068756,142.9755707,146.1850433,146.1156158,51.99821472,51.94028473,52.25346375,12.2344141,35.44034576,590.7955322,573.454895,40.12789154,40.33534622,40.6740036
2021-09-17 9:15,430.9714966,3600.929932,192.9766846,193.3084717,185.4123688,138.6584473,143.004837,142.8534241,47.77420044,47.73313522,47.96806335,8.028821945,35.45668793,591.3983765,573.2697754,39.98712921,40.19399261,40.58770752
2021-09-17 9:20,427.9104309,3600.461426,192.0659637,192.1417542,182.8560181,136.4931335,142.2102966,142.0078735,47.77387238,47.6962204,47.92947769,7.980284691,35.42946625,590.8816528,573.3060913,39.98462677,40.2470932,40.4834137
